note_index,note_id,measure,measure_offset,quarter_length,time_position,duration_seconds,pitch_name,pitch_midi,staff,voice,layer_1_score,layer_1_mask,layer_2_score,layer_2_mask,layer_3_score,layer_3_mask
0,p0n1,1,0.0,0.5,0.0,4.0,C3,48,2,0,0.8849836587905884,True,0.7693398594856262,True,0.6474381685256958,True
1,p0n2,1,0.25,0.25,2.0,2.0,G4,67,1,0,0.914596438407898,True,0.9150131344795227,True,0.5415465235710144,True
2,p0n3,1,0.5,0.25,4.0,2.0,F4,65,1,0,0.8927678465843201,True,0.6823830604553223,True,0.49072957038879395,False
3,p0n4,1,0.5,0.5,4.0,4.0,C4,60,2,0,0.8211023211479187,True,0.7254523038864136,True,0.644501268863678,True
4,p0n5,1,0.75,0.25,6.0,2.0,G4,67,1,0,0.8317262530326843,True,0.7097691297531128,True,0.3710438311100006,False
5,p0n6,1,1.0,0.25,8.0,2.0,A-4,68,1,0,0.7973878383636475,True,0.2618161141872406,False,0.31506630778312683,False
6,p0n7,1,1.0,0.5,8.0,4.0,F3,53,2,0,0.4948340058326721,False,0.46731036901474,False,0.37401703000068665,False
7,p0n8,1,1.25,0.25,10.0,2.0,F4,65,1,0,0.7761191725730896,True,0.9098076820373535,True,0.7073858976364136,True
8,p0n9,1,1.5,0.25,12.0,2.0,E-4,63,1,0,0.9532604217529297,True,0.25342148542404175,False,0.32830822467803955,False
9,p0n10,1,1.5,0.5,12.0,4.0,C4,60,2,0,0.9604084491729736,True,0.8070831894874573,True,0.6537268161773682,True
10,p0n11,1,1.75,0.25,14.0,2.0,F4,65,1,0,0.18587930500507355,False,0.171878844499588,False,0.2791717052459717,False
11,p0n12,1,2.0,0.25,16.0,2.0,G4,67,1,0,0.7911367416381836,True,0.8556976914405823,True,0.4297243654727936,False
12,p0n13,1,2.0,0.5,16.0,4.0,E-3,51,2,0,0.11690469831228256,False,0.189191997051239,False,0.29987096786499023,False
13,p0n14,1,2.25,0.25,18.0,2.0,E-4,63,1,0,0.5634027123451233,True,0.21525180339813232,False,0.3053729236125946,False
14,p0n15,1,2.5,0.25,20.0,2.0,D4,62,1,0,0.9071036577224731,True,0.6052649617195129,True,0.397895485162735,False
15,p0n16,1,2.5,0.5,20.0,4.0,C4,60,2,0,0.9889152646064758,True,0.8663317561149597,True,0.7123841047286987,True
16,p0n17,1,2.75,0.25,22.0,2.0,E-4,63,1,0,0.41939282417297363,False,0.19837893545627594,False,0.2982940077781677,False
17,p0n18,1,3.0,0.25,24.0,2.0,F4,65,1,0,0.4274202585220337,False,0.36226579546928406,False,0.3355962336063385,False
18,p0n19,1,3.0,0.5,24.0,4.0,D3,50,2,0,0.216037780046463,False,0.23177042603492737,False,0.29417967796325684,False
19,p0n20,1,3.25,0.25,26.0,2.0,D4,62,1,0,0.7407928109169006,True,0.5602172613143921,True,0.36416640877723694,False
20,p0n21,1,3.5,0.25,28.0,2.0,C4,60,1,0,0.990924596786499,True,0.9112827181816101,True,0.8263058066368103,True
21,p0n22,1,3.5,0.5,28.0,4.0,B3,59,2,0,0.3459518253803253,False,0.15788349509239197,False,0.29101184010505676,False
22,p0n23,1,3.75,0.25,30.0,2.0,D4,62,1,0,0.49863579869270325,False,0.5458762645721436,True,0.4332960546016693,False
23,p0n24,2,0.0,0.5,32.0,4.0,E-4,63,1,0,0.35399723052978516,False,0.3712165653705597,False,0.37309300899505615,False
24,p0n25,2,0.0,0.25,32.0,2.0,C3,48,2,0,0.7313281893730164,True,0.5702764987945557,True,0.6744912266731262,True
25,p0n26,2,0.25,0.25,34.0,2.0,G3,55,2,0,0.9494146108627319,True,0.9490384459495544,True,0.7384163737297058,True
26,p0n27,2,0.5,0.5,36.0,4.0,C5,72,1,0,0.7047501802444458,True,0.17420236766338348,False,0.29667675495147705,False
27,p0n28,2,0.5,0.25,36.0,2.0,F3,53,2,0,0.6842718720436096,True,0.8363744020462036,True,0.6352112293243408,True
28,p0n29,2,0.75,0.25,38.0,2.0,G3,55,2,0,0.9315506219863892,True,0.6845895051956177,True,0.5353402495384216,True
29,p0n30,2,1.0,0.5,40.0,4.0,F4,65,1,0,0.06773360073566437,False,0.1401321440935135,False,0.2712756395339966,False
30,p0n31,2,1.0,0.25,40.0,2.0,A-3,56,2,0,0.7395250201225281,True,0.21929873526096344,False,0.2746059000492096,False
31,p0n32,2,1.25,0.25,42.0,2.0,F3,53,2,0,0.23985494673252106,False,0.2326086163520813,False,0.2924140393733978,False
32,p0n33,2,1.5,0.5,44.0,4.0,C5,72,1,0,0.6484100818634033,True,0.1846885234117508,False,0.2899768650531769,False
33,p0n34,2,1.5,0.25,44.0,2.0,E-3,51,2,0,0.6564521789550781,True,0.40579256415367126,False,0.36744964122772217,False
34,p0n35,2,1.75,0.25,46.0,2.0,F3,53,2,0,0.10955757647752762,False,0.15601016581058502,False,0.275044322013855,False
35,p0n36,2,2.0,0.5,48.0,4.0,E-4,63,1,0,0.2532579004764557,False,0.2281007617712021,False,0.3092574179172516,False
