note_index,note_id,measure,measure_offset,quarter_length,time_position,duration_seconds,pitch_name,pitch_midi,staff,voice,layer_1_score,layer_1_mask,layer_2_score,layer_2_mask,layer_3_score,layer_3_mask
0,p0n2,1,0.25,0.25,4.0,4.0,D5,74,1,0,0.6445896625518799,True,0.4443620443344116,False,0.41341423988342285,False
1,p0n3,1,0.5,0.25,8.0,4.0,B4,71,1,0,0.7776319980621338,True,0.644345223903656,True,0.36329540610313416,False
2,p0n4,1,0.75,0.25,12.0,4.0,D5,74,1,0,0.6730995178222656,True,0.45589932799339294,False,0.37086862325668335,False
3,p0n5,1,1.0,0.25,16.0,4.0,G5,79,1,0,0.32280513644218445,False,0.20102350413799286,False,0.2736557126045227,False
4,p0n6,1,1.25,0.25,20.0,4.0,D5,74,1,0,0.5908523797988892,True,0.30762168765068054,False,0.33721664547920227,False
5,p0n7,2,0.0,0.25,24.0,4.0,B4,71,1,0,0.8174364566802979,True,0.7389522790908813,True,0.43802422285079956,False
6,p0n9,2,0.25,0.25,28.0,4.0,D5,74,1,0,0.7045647501945496,True,0.37696561217308044,False,0.36459702253341675,False
7,p0n10,2,0.5,0.25,32.0,4.0,G4,67,1,0,0.967957615852356,True,0.9781070351600647,True,0.7546753883361816,True
8,p0n11,2,0.75,0.25,36.0,4.0,D5,74,1,0,0.319884330034256,False,0.21777428686618805,False,0.30654090642929077,False
9,p0n12,2,1.0,0.25,40.0,4.0,B4,71,1,0,0.6727384924888611,True,0.38535076379776,False,0.2846839427947998,False
10,p0n13,2,1.25,0.25,44.0,4.0,D5,74,1,0,0.486782968044281,False,0.2869778871536255,False,0.3377249538898468,False
11,p0n14,3,0.0,0.25,48.0,4.0,E5,76,1,0,0.6969916820526123,True,0.32137277722358704,False,0.3339221179485321,False
12,p0n16,3,0.25,0.25,52.0,4.0,C5,72,1,0,0.40608739852905273,False,0.26323768496513367,False,0.30670368671417236,False
13,p0n17,3,0.5,0.25,56.0,4.0,A4,69,1,0,0.870725691318512,True,0.3862331211566925,False,0.3149733245372772,False
14,p0n18,3,0.75,0.25,60.0,4.0,C5,72,1,0,0.3844248950481415,False,0.2318371683359146,False,0.2982822358608246,False
15,p0n19,3,1.0,0.25,64.0,4.0,F#4,66,1,0,0.16096076369285583,False,0.1054992601275444,False,0.2637470066547394,False
16,p0n20,3,1.25,0.25,68.0,4.0,A4,69,1,0,0.9509685635566711,True,0.35774874687194824,False,0.3312084972858429,False
17,p0n21,4,0.0,0.25,72.0,4.0,D5,74,1,0,0.31371554732322693,False,0.25766685605049133,False,0.32443398237228394,False
18,p0n23,4,0.25,0.25,76.0,4.0,B4,71,1,0,0.6855559945106506,True,0.20511946082115173,False,0.28279951214790344,False
19,p0n24,4,0.5,0.25,80.0,4.0,G4,67,1,0,0.9862949252128601,True,0.9693359136581421,True,0.7659898996353149,True
20,p0n25,4,0.75,0.25,84.0,4.0,B4,71,1,0,0.5376970171928406,True,0.30262491106987,False,0.2970004975795746,False
21,p0n26,4,1.0,0.25,88.0,4.0,E4,64,1,0,0.797703742980957,True,0.39182302355766296,False,0.28885945677757263,False
22,p0n27,4,1.25,0.25,92.0,4.0,G4,67,1,0,0.9908532500267029,True,0.6680349707603455,True,0.5814762115478516,True
23,p0n28,5,0.0,0.25,96.0,4.0,C5,72,1,0,0.07233349978923798,False,0.17172829806804657,False,0.2803517282009125,False
24,p0n30,5,0.25,0.25,100.0,4.0,A4,69,1,0,0.6350238919258118,True,0.32981735467910767,False,0.31070244312286377,False
25,p0n31,5,0.5,0.25,104.0,4.0,F#4,66,1,0,0.08400482684373856,False,0.12416759878396988,False,0.2700195908546448,False
26,p0n32,5,0.75,0.25,108.0,4.0,A4,69,1,0,0.8744343519210815,True,0.3761599063873291,False,0.33593085408210754,False
27,p0n33,5,1.0,0.25,112.0,4.0,D4,62,1,0,0.5456441640853882,True,0.4994153678417206,False,0.32433682680130005,False
28,p0n34,5,1.25,0.25,116.0,4.0,F#4,66,1,0,0.3627212643623352,False,0.1439841389656067,False,0.2808113098144531,False
29,p0n35,6,0.0,0.25,120.0,4.0,B4,71,1,0,0.9155825972557068,True,0.9013475179672241,True,0.6193976998329163,True
30,p0n37,6,0.25,0.25,124.0,4.0,A4,69,1,0,0.6983455419540405,True,0.3746736943721771,False,0.3145611882209778,False
31,p0n38,6,0.5,0.25,128.0,4.0,G4,67,1,0,0.9781734347343445,True,0.9785328507423401,True,0.7126633524894714,True
32,p0n39,6,0.75,0.25,132.0,4.0,A4,69,1,0,0.7447212338447571,True,0.3503110706806183,False,0.33075591921806335,False
33,p0n40,6,1.0,0.25,136.0,4.0,B4,71,1,0,0.9229338765144348,True,0.47225674986839294,False,0.35460948944091797,False
34,p0n41,6,1.25,0.25,140.0,4.0,C5,72,1,0,0.08215346187353134,False,0.10924205183982849,False,0.26682546734809875,False
35,p0n42,7,0.0,0.25,144.0,4.0,D5,74,1,0,0.6203842163085938,True,0.3677680492401123,False,0.37139466404914856,False
36,p0n44,7,0.25,0.25,148.0,4.0,A4,69,1,0,0.8139823079109192,True,0.5531088709831238,True,0.34470048546791077,False
37,p0n45,7,0.5,0.25,152.0,4.0,B4,71,1,0,0.8758717179298401,True,0.7059824466705322,True,0.46002331376075745,False
38,p0n46,7,0.75,0.25,156.0,4.0,C#5,73,1,0,0.06465493142604828,False,0.12129869312047958,False,0.27308547496795654,False
39,p0n47,7,1.0,0.25,160.0,4.0,D5,74,1,0,0.6236241459846497,True,0.26149246096611023,False,0.31964898109436035,False
40,p0n48,7,1.25,0.25,164.0,4.0,E5,76,1,0,0.3867420256137848,False,0.16312766075134277,False,0.27745020389556885,False
41,p0n49,8,0.0,0.25,168.0,4.0,F#5,78,1,0,0.34412649273872375,False,0.23012246191501617,False,0.30347713828086853,False
42,p0n52,8,0.25,0.25,172.0,4.0,E5,76,1,0,0.46184206008911133,False,0.20124557614326477,False,0.284505695104599,False
43,p0n53,8,0.25,0.25,172.0,4.0,G4,67,1,0,0.9820207953453064,True,0.8450667858123779,True,0.6002081632614136,True
44,p0n54,8,0.5,0.25,176.0,4.0,D5,74,1,0,0.2750655710697174,False,0.21261967718601227,False,0.2976566553115845,False
45,p0n55,8,0.5,0.25,176.0,4.0,F#4,66,1,0,0.26988551020622253,False,0.18970736861228943,False,0.28139424324035645,False
46,p0n56,8,0.75,0.25,180.0,4.0,E5,76,1,0,0.727341890335083,True,0.42750847339630127,False,0.3440646827220917,False
47,p0n57,8,0.75,0.25,180.0,4.0,A4,69,1,0,0.7946227788925171,True,0.4999731183052063,False,0.3755216598510742,False
48,p0n58,8,1.0,0.25,184.0,4.0,F#5,78,1,0,0.3817438781261444,False,0.18145766854286194,False,0.2774723470211029,False
49,p0n59,8,1.0,0.25,184.0,4.0,D5,74,1,0,0.7210866808891296,True,0.7310369610786438,True,0.5257558226585388,True
50,p0n60,8,1.25,0.25,188.0,4.0,G5,79,1,0,0.36945396661758423,False,0.2424800992012024,False,0.2983661890029907,False
51,p0n61,8,1.25,0.25,188.0,4.0,A4,69,1,0,0.6606071591377258,True,0.4007956087589264,False,0.2855054438114166,False
52,p0n62,9,0.0,0.5,192.0,8.0,A5,81,1,0,0.633857786655426,True,0.6948084235191345,True,0.4069449305534363,False
53,p0n63,9,0.0,0.25,192.0,4.0,F#4,66,1,0,0.2743017375469208,False,0.17413924634456635,False,0.2882966101169586,False
54,p0n65,9,0.25,0.25,196.0,4.0,A4,69,1,0,0.8415493965148926,True,0.4452490210533142,False,0.3226083219051361,False
55,p0n67,9,0.5,0.25,200.0,4.0,D4,62,1,0,0.7980730533599854,True,0.6821888089179993,True,0.5109024047851562,True
56,p0n68,9,0.75,0.25,204.0,4.0,A4,69,1,0,0.6232435703277588,True,0.2435920089483261,False,0.2736336588859558,False
57,p0n69,9,1.0,0.5,208.0,8.0,A5,81,1,0,0.7991920113563538,True,0.49682947993278503,False,0.34920382499694824,False
58,p0n70,9,1.0,0.25,208.0,4.0,F#4,66,1,0,0.3880503177642822,False,0.15680676698684692,False,0.270917147397995,False
59,p0n71,9,1.25,0.25,212.0,4.0,A4,69,1,0,0.7492499351501465,True,0.39560574293136597,False,0.2998064458370209,False
60,p0n72,10,0.0,0.5,216.0,8.0,D5,74,1,0,0.830361545085907,True,0.8746689558029175,True,0.6451969146728516,True
61,p0n73,10,0.0,0.25,216.0,4.0,B4,71,1,0,0.5491863489151001,True,0.62995445728302,True,0.6640964150428772,True
62,p0n75,10,0.25,0.25,220.0,4.0,G4,67,1,0,0.9782654643058777,True,0.9812570810317993,True,0.8694403171539307,True
63,p0n76,10,0.5,1.5,224.0,24.0,G5,79,1,0,0.5714432597160339,True,0.7801520824432373,True,0.38735392689704895,False
64,p0n77,10,0.5,0.25,224.0,4.0,E4,64,1,0,0.4463191628456116,False,0.31520986557006836,False,0.2979394793510437,False
65,p0n78,10,0.75,0.25,228.0,4.0,G4,67,1,0,0.9961990714073181,True,0.9745322465896606,True,0.765485942363739,True
66,p0n79,10,1.0,0.25,232.0,4.0,C#4,61,1,0,0.6747552156448364,True,0.18853674829006195,False,0.2974419891834259,False
67,p0n80,10,1.25,0.25,236.0,4.0,E4,64,1,0,0.9226183891296387,True,0.20546503365039825,False,0.249453604221344,False
68,p0n82,11,0.0,0.25,240.0,4.0,A4,69,1,0,0.31033167243003845,False,0.2066231071949005,False,0.2988971471786499,False
69,p0n84,11,0.25,0.25,244.0,4.0,F#4,66,1,0,0.3045194745063782,False,0.14626145362854004,False,0.28009867668151855,False
70,p0n85,11,0.5,0.5,248.0,8.0,F#5,78,1,0,0.26369163393974304,False,0.21764294803142548,False,0.2881985902786255,False
71,p0n86,11,0.5,0.25,248.0,4.0,D4,62,1,0,0.6361572742462158,True,0.6178637146949768,True,0.39651960134506226,False
72,p0n87,11,0.75,0.25,252.0,4.0,F#4,66,1,0,0.3499741852283478,False,0.15898104012012482,False,0.2829321026802063,False
73,p0n88,11,1.0,0.5,256.0,8.0,D5,74,1,0,0.7565000653266907,True,0.8877111673355103,True,0.765375554561615,True
74,p0n89,11,1.0,0.25,256.0,4.0,B3,59,1,0,0.8943687081336975,True,0.5463688373565674,True,0.4958339035511017,False
75,p0n90,11,1.25,0.25,260.0,4.0,D4,62,1,0,0.8745002746582031,True,0.6489088535308838,True,0.7172688245773315,True
76,p0n91,12,0.0,0.5,264.0,8.0,B4,71,1,0,0.8041344285011292,True,0.7671455144882202,True,0.5569458603858948,True
77,p0n92,12,0.0,0.25,264.0,4.0,G4,67,1,0,0.9317059516906738,True,0.9755422472953796,True,0.8605319261550903,True
78,p0n94,12,0.25,0.25,268.0,4.0,E4,64,1,0,0.758533239364624,True,0.5360841751098633,True,0.30999651551246643,False
79,p0n95,12,0.5,1.25,272.0,20.0,E5,76,1,0,0.19258923828601837,False,0.1948697566986084,False,0.2763248682022095,False
80,p0n96,12,0.5,0.25,272.0,4.0,C#4,61,1,0,0.7301024198532104,True,0.7382718920707703,True,0.5471559762954712,True
81,p0n97,12,0.75,0.25,276.0,4.0,E4,64,1,0,0.8333755135536194,True,0.2878994345664978,False,0.2934088110923767,False
82,p0n98,12,1.0,0.25,280.0,4.0,A3,57,1,0,0.5636629462242126,True,0.7023440599441528,True,0.4932461678981781,False
83,p0n99,12,1.25,0.25,284.0,4.0,C#4,61,1,0,0.9242799878120422,True,0.5495486259460449,True,0.43369120359420776,False
84,p0n101,13,0.0,0.25,288.0,4.0,F#4,66,1,0,0.21508872509002686,False,0.2119772881269455,False,0.2974991798400879,False
85,p0n103,13,0.25,0.25,292.0,4.0,G5,79,1,0,0.5855057239532471,True,0.24291300773620605,False,0.29744255542755127,False
86,p0n104,13,0.25,0.25,292.0,4.0,E4,64,1,0,0.5302237272262573,True,0.14980459213256836,False,0.26312926411628723,False
87,p0n105,13,0.5,0.25,296.0,4.0,F#5,78,1,0,0.4436892569065094,False,0.25892195105552673,False,0.2994980812072754,False
88,p0n106,13,0.5,0.25,296.0,4.0,D4,62,1,0,0.9488862752914429,True,0.9480023384094238,True,0.6718431711196899,True
89,p0n107,13,0.75,0.25,300.0,4.0,E5,76,1,0,0.4203045070171356,False,0.1634577065706253,False,0.2740050256252289,False
90,p0n108,13,0.75,0.25,300.0,4.0,E4,64,1,0,0.6572351455688477,True,0.18498428165912628,False,0.2772029936313629,False
91,p0n109,13,1.0,0.25,304.0,4.0,D5,74,1,0,0.8694806098937988,True,0.7857449054718018,True,0.671775758266449,True
92,p0n110,13,1.0,0.25,304.0,4.0,F#4,66,1,0,0.32595953345298767,False,0.14220698177814484,False,0.2684011161327362,False
93,p0n111,13,1.25,0.25,308.0,4.0,E5,76,1,0,0.16628721356391907,False,0.12145087122917175,False,0.2683884799480438,False
94,p0n112,13,1.25,0.25,308.0,4.0,G4,67,1,0,0.5668941140174866,True,0.2546810209751129,False,0.2644220292568207,False
95,p0n113,14,0.0,0.25,312.0,4.0,F#5,78,1,0,0.08750724047422409,False,0.14057162404060364,False,0.2804524898529053,False
96,p0n114,14,0.0,0.25,312.0,4.0,A4,69,1,0,0.5138304233551025,True,0.5637653470039368,True,0.2732337713241577,False
97,p0n116,14,0.25,0.25,316.0,4.0,A5,81,1,0,0.8872655630111694,True,0.21756060421466827,False,0.29460957646369934,False
98,p0n117,14,0.25,0.25,316.0,4.0,D4,62,1,0,0.9800716638565063,True,0.7953108549118042,True,0.6653823256492615,True
99,p0n118,14,0.5,0.25,320.0,4.0,G5,79,1,0,0.8902955055236816,True,0.7224106788635254,True,0.5353448390960693,True
100,p0n119,14,0.5,0.25,320.0,4.0,E4,64,1,0,0.7513476610183716,True,0.0978509783744812,False,0.265746146440506,False
101,p0n120,14,0.75,0.25,324.0,4.0,F#5,78,1,0,0.12544521689414978,False,0.09719044715166092,False,0.27126115560531616,False
102,p0n121,14,0.75,0.25,324.0,4.0,F#4,66,1,0,0.03893935680389404,False,0.08432680368423462,False,0.2691917419433594,False
103,p0n122,14,1.0,0.25,328.0,4.0,E5,76,1,0,0.12249936908483505,False,0.11761254072189331,False,0.25770050287246704,False
104,p0n123,14,1.0,0.25,328.0,4.0,G4,67,1,0,0.7759069204330444,True,0.8957332372665405,True,0.6286969780921936,True
105,p0n124,14,1.25,0.25,332.0,4.0,F#5,78,1,0,0.10189979523420334,False,0.10095033794641495,False,0.2720149755477905,False
106,p0n125,14,1.25,0.25,332.0,4.0,A4,69,1,0,0.8210965394973755,True,0.5365132689476013,True,0.2398914098739624,False
107,p0n126,15,0.0,0.5,336.0,8.0,G5,79,1,0,0.9793675541877747,True,0.8220129609107971,True,0.6130265593528748,True
108,p0n127,15,0.0,0.25,336.0,4.0,B4,71,1,0,0.9267240762710571,True,0.8214341402053833,True,0.7270293831825256,True
109,p0n129,15,0.25,0.25,340.0,4.0,A4,69,1,0,0.9035705327987671,True,0.7728111147880554,True,0.3860868513584137,False
110,p0n130,15,0.25,0.25,340.0,4.0,D4,62,2,0,0.934295117855072,True,0.9377185702323914,True,0.8434311747550964,True
111,p0n132,15,0.5,0.25,344.0,4.0,G4,67,1,0,0.888151228427887,True,0.9898920059204102,True,0.8838017582893372,True
112,p0n133,15,0.5,0.25,344.0,4.0,B3,59,2,0,0.7417095899581909,True,0.670515239238739,True,0.7157856822013855,True
113,p0n134,15,0.75,0.25,348.0,4.0,A4,69,1,0,0.7851445078849792,True,0.8691638708114624,True,0.46904462575912476,False
114,p0n135,15,0.75,0.25,348.0,4.0,D4,62,2,0,0.9585081934928894,True,0.9620543718338013,True,0.8845325112342834,True
115,p0n137,15,1.0,0.25,352.0,4.0,B4,71,1,0,0.9063079953193665,True,0.6702256202697754,True,0.6108691096305847,True
116,p0n138,15,1.0,0.25,352.0,4.0,G4,67,2,0,0.8297021985054016,True,0.8991914391517639,True,0.7952234148979187,True
117,p0n139,15,1.25,0.25,356.0,4.0,C5,72,1,0,0.06140782684087753,False,0.11638321727514267,False,0.26709598302841187,False
118,p0n140,15,1.25,0.25,356.0,4.0,D4,62,2,0,0.9632035493850708,True,0.9363042116165161,True,0.8800033330917358,True
119,p0n142,16,0.0,1.0,360.0,16.0,D5,74,1,0,0.7262965440750122,True,0.7844089865684509,True,0.5522181391716003,True
120,p0n143,16,0.0,0.25,360.0,4.0,B3,59,2,0,0.7936933040618896,True,0.5104654431343079,True,0.7632898688316345,True
