note_index,measure,measure_offset,quarter_length,time_position,duration_seconds,pitch_name,pitch_midi,staff,voice,layer_1_score,layer_1_mask,layer_2_score,layer_2_mask,layer_3_score,layer_3_mask
0,1,0.0,1.0,0.0,24.0,B4,71,,0,0.9949036836624146,True,0.5163789391517639,True,0.35925379395484924,False
1,1,0.0,1.5,0.0,36.0,F#4,66,,0,0.9912034273147583,True,0.5515842437744141,True,0.6833645701408386,True
2,1,0.0,1.5,0.0,36.0,D4,62,,0,0.9797138571739197,True,0.5246431231498718,True,0.7986050248146057,True
3,1,0.0,1.0,0.0,24.0,B3,59,,0,0.9960881471633911,True,0.8130110502243042,True,0.6816480159759521,True
4,1,0.0,1.5,0.0,36.0,F#3,54,,0,0.9975703358650208,True,0.6007426381111145,True,0.4355891942977905,False
5,1,0.0,1.5,0.0,36.0,D3,50,,0,0.9613703489303589,True,0.7502381205558777,True,0.7199510931968689,True
6,1,1.0,0.5,24.0,12.0,A4,69,,0,0.7604721784591675,True,0.3475700318813324,False,0.3329372704029083,False
7,1,1.0,0.5,24.0,12.0,A3,57,,0,0.9598394632339478,True,0.8177000284194946,True,0.827800452709198,True
8,1,1.5,0.5,36.0,12.0,A4,69,,0,0.7747853994369507,True,0.39490923285484314,False,0.3540448844432831,False
9,1,1.5,0.5,36.0,12.0,F#4,66,,0,0.9856939911842346,True,0.5925787091255188,True,0.6690633893013,True
10,1,1.5,0.5,36.0,12.0,D4,62,,0,0.8396435976028442,True,0.31900641322135925,False,0.32760167121887207,False
11,1,1.5,0.5,36.0,12.0,A3,57,,0,0.9762385487556458,True,0.8099713921546936,True,0.7759081125259399,True
12,1,1.5,0.5,36.0,12.0,F#3,54,,0,0.9922327995300293,True,0.5646603107452393,True,0.36307618021965027,False
13,1,1.5,0.5,36.0,12.0,D3,50,,0,0.7673868536949158,True,0.6923890709877014,True,0.6364849209785461,True
14,1,2.0,0.5,48.0,12.0,A4,69,,0,0.45194387435913086,False,0.3514505922794342,False,0.30133554339408875,False
15,1,2.0,0.5,48.0,12.0,F#4,66,,0,0.8725770711898804,True,0.5005174875259399,True,0.7417160272598267,True
16,1,2.0,0.5,48.0,12.0,D4,62,,0,0.6900358200073242,True,0.35357895493507385,False,0.32357245683670044,False
17,1,2.0,0.5,48.0,12.0,A3,57,,0,0.7635082602500916,True,0.7926334142684937,True,0.9000434279441833,True
18,1,2.0,0.5,48.0,12.0,F#3,54,,0,0.9217952489852905,True,0.520953893661499,True,0.511716365814209,True
19,1,2.0,0.5,48.0,12.0,D3,50,,0,0.5671903491020203,True,0.6562871932983398,True,0.7715684771537781,True
20,1,2.5,0.5,60.0,12.0,A4,69,,0,0.296709269285202,False,0.3185892701148987,False,0.3013380765914917,False
21,1,2.5,0.5,60.0,12.0,F#4,66,,0,0.9634022116661072,True,0.5482439398765564,True,0.8439633846282959,True
22,1,2.5,0.5,60.0,12.0,D4,62,,0,0.851204514503479,True,0.23929612338542938,False,0.31921684741973877,False
23,1,2.5,0.5,60.0,12.0,A3,57,,0,0.9068883061408997,True,0.7947512269020081,True,0.9712661504745483,True
24,1,2.5,0.5,60.0,12.0,F#3,54,,0,0.9925528168678284,True,0.6453719735145569,True,0.6035819053649902,True
25,1,2.5,0.5,60.0,12.0,D3,50,,0,0.9286105632781982,True,0.7068617343902588,True,0.8537302017211914,True
26,2,0.0,1.5,72.0,36.0,F#4,66,,0,0.993323028087616,True,0.530768632888794,True,0.8974184393882751,True
27,2,0.0,1.5,72.0,36.0,D4,62,,0,0.9291201829910278,True,0.26100730895996094,False,0.3222850561141968,False
28,2,0.0,1.5,72.0,36.0,F#3,54,,0,0.993035078048706,True,0.5361649394035339,True,0.8525177836418152,True
29,2,0.0,1.5,72.0,36.0,D3,50,,0,0.8457227349281311,True,0.6734113693237305,True,0.9455599784851074,True
30,2,1.5,0.5,108.0,12.0,D4,62,,0,0.8735838532447815,True,0.28606387972831726,False,0.31362074613571167,False
31,2,1.5,0.5,108.0,12.0,F#3,54,,0,0.9909171462059021,True,0.5277956128120422,True,0.8226800560951233,True
32,2,1.5,0.5,108.0,12.0,D3,50,,0,0.8916038870811462,True,0.6229420900344849,True,0.9343616366386414,True
33,2,2.0,0.5,120.0,12.0,F#4,66,,0,0.9622277021408081,True,0.39772650599479675,False,0.3716241121292114,False
34,2,2.0,0.5,120.0,12.0,F#3,54,,0,0.9671803712844849,True,0.45398595929145813,False,0.34446609020233154,False
35,2,2.0,0.5,120.0,12.0,D3,50,,0,0.6094899773597717,True,0.45098114013671875,False,0.3561440408229828,False
36,2,2.5,0.5,132.0,12.0,D4,62,,0,0.706371545791626,True,0.40302571654319763,False,0.33395490050315857,False
37,2,2.5,0.5,132.0,12.0,F#3,54,,0,0.9853008389472961,True,0.6968454718589783,True,0.4779515564441681,False
38,2,2.5,0.5,132.0,12.0,D3,50,,0,0.8381145596504211,True,0.7757863998413086,True,0.7662234306335449,True
39,3,0.0,1.0,144.0,24.0,B4,71,,0,0.9682908654212952,True,0.3998631238937378,False,0.360146164894104,False
40,3,0.0,1.5,144.0,36.0,G4,67,,0,0.9417456388473511,True,0.42904433608055115,False,0.3622274398803711,False
41,3,0.0,1.5,144.0,36.0,E4,64,,0,0.8726329207420349,True,0.812584400177002,True,0.5663012266159058,True
42,3,0.0,1.0,144.0,24.0,B3,59,,0,0.9940747618675232,True,0.8795821070671082,True,0.5694204568862915,True
43,3,0.0,1.5,144.0,36.0,G3,55,,0,0.9376197457313538,True,0.8565362095832825,True,0.7692727446556091,True
44,3,0.0,1.5,144.0,36.0,E3,52,,0,0.9659735560417175,True,0.9116755723953247,True,0.6212781071662903,True
45,3,0.0,1.5,144.0,36.0,C#3,49,,0,0.9820058345794678,True,0.8881219029426575,True,0.2584773004055023,False
46,3,1.0,0.5,168.0,12.0,A4,69,,0,0.30183911323547363,False,0.35571566224098206,False,0.30447787046432495,False
