note_index,measure,measure_offset,quarter_length,time_position,duration_seconds,pitch_name,pitch_midi,staff,voice,layer_1_score,layer_1_mask,layer_2_score,layer_2_mask,layer_3_score,layer_3_mask
0,1,0.0,0.5,0.0,24.0,D4,62,,0,0.3592589795589447,False,0.5171152949333191,True,0.46064919233322144,False
1,1,0.0,3.0,0.0,144.0,A3,57,,0,0.27936747670173645,False,0.37670597434043884,False,0.4134441912174225,False
2,1,0.0,3.0,0.0,144.0,F3,53,,0,0.36790913343429565,False,0.5677276849746704,True,0.5013009905815125,True
3,1,0.0,3.0,0.0,144.0,D3,50,,0,0.9638606905937195,True,0.733196496963501,True,0.7958812713623047,True
4,1,0.0,3.0,0.0,144.0,A2,45,,0,0.9739589095115662,True,0.6047821044921875,True,0.6673732995986938,True
5,1,0.0,3.0,0.0,144.0,F2,41,,0,0.9749740958213806,True,0.8234370946884155,True,0.6896052360534668,True
6,1,0.0,3.0,0.0,144.0,D2,38,,0,0.8576809167861938,True,0.9645149111747742,True,0.834224283695221,True
7,1,0.5,0.5,24.0,24.0,C#4,61,,0,0.812417209148407,True,0.754580020904541,True,0.4269653856754303,False
8,1,1.0,0.5,48.0,24.0,D4,62,,0,0.3374345302581787,False,0.3360501825809479,False,0.3933981657028198,False
9,1,1.5,0.5,72.0,24.0,F4,65,,0,0.7739382386207581,True,0.7305781841278076,True,0.4861118793487549,False
10,1,2.0,0.5,96.0,24.0,C#4,61,,0,0.6337092518806458,True,0.57075434923172,True,0.3652108907699585,False
11,1,2.5,0.5,120.0,24.0,D4,62,,0,0.22389453649520874,False,0.26722803711891174,False,0.37613189220428467,False
12,2,0.0,0.5,144.0,24.0,D4,62,,0,0.35393550992012024,False,0.4837563633918762,False,0.4484272301197052,False
13,2,0.0,3.0,144.0,144.0,B-3,58,,0,0.07339459657669067,False,0.3201432526111603,False,0.3984600901603699,False
14,2,0.0,3.0,144.0,144.0,G3,55,,0,0.1890053153038025,False,0.4060468077659607,False,0.41837212443351746,False
15,2,0.0,3.0,144.0,144.0,D3,50,,0,0.964880108833313,True,0.5819320678710938,True,0.7099760174751282,True
16,2,0.0,3.0,144.0,144.0,B-2,46,,0,0.9197679162025452,True,0.5571041703224182,True,0.6869028806686401,True
17,2,0.0,3.0,144.0,144.0,G2,43,,0,0.9973160624504089,True,0.6586429476737976,True,0.6042685508728027,True
18,2,0.0,3.0,144.0,144.0,D2,38,,0,0.9876677393913269,True,0.9474055171012878,True,0.8405739068984985,True
19,2,0.5,0.5,168.0,24.0,C#4,61,,0,0.6705542206764221,True,0.5902902483940125,True,0.38520973920822144,False
20,2,1.0,0.5,192.0,24.0,D4,62,,0,0.6411076784133911,True,0.48381727933883667,False,0.41057640314102173,False
21,2,1.5,0.5,216.0,24.0,G4,67,,0,0.8768526315689087,True,0.2833482325077057,False,0.38785362243652344,False
22,2,2.0,0.5,240.0,24.0,C#4,61,,0,0.7405689358711243,True,0.5626676082611084,True,0.3469199538230896,False
23,2,2.5,0.5,264.0,24.0,D4,62,,0,0.6703837513923645,True,0.2942226529121399,False,0.38838815689086914,False
24,3,0.0,0.5,288.0,24.0,F4,65,,0,0.7459008693695068,True,0.85462486743927,True,0.6088907122612,True
25,3,0.0,1.0,288.0,48.0,B-3,58,,0,0.03902721405029297,False,0.2749252915382385,False,0.3798430860042572,False
