measure,m-length_beat,m-beat_duration,has_even_meter,n_notes,n_pitches,n_onsets,n_slices,n_pitchclasses,novelty,prop_silence,longest_silence,pitch_avg,pitch_std,pitch_min,pitch_max,pitch_med,duration_avg,duration_std,duration_min,duration_max,duration_med,regularity_avg,regularity_std,regularity_min,regularity_max,regularity_med,n_voices_per_onset_avg,n_voices_per_onset_std,n_voices_per_onset_min,n_voices_per_onset_max,n_voices_per_onset_med,n_gaps_per_onset_avg,n_gaps_per_onset_std,n_gaps_per_onset_min,n_gaps_per_onset_max,n_gaps_per_onset_med,n_voices_per_beat_avg,n_voices_per_beat_std,n_voices_per_beat_min,n_voices_per_beat_max,n_voices_per_beat_med,n_gaps_per_beat_avg,n_gaps_per_beat_std,n_gaps_per_beat_min,n_gaps_per_beat_max,n_gaps_per_beat_med,width_avg,width_std,width_min,width_max,width_med,harmonicity_avg,harmonicity_std,harmonicity_min,harmonicity_max,harmonicity_med,harmonic_intervals_3_6,harmonic_intervals_4_5,harmonic_intervals_8,melodic_intervals_2,melodic_intervals_3,melodic_intervals_4_5,melodic_intervals_8,repetitions,M,H,S,h,p,o,h+,p+,s,t,b,r,_,",",density,onset_sync_proxy,has_registral_gap,octave_presence,texture_type,confidence
1,2.0,1.0,1,4.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,58.25,10.25,41.0,72.0,59.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,2.5,0.5,2.0,3.0,2.5,4.0,0.0,4.0,4.0,4.0,2.5,0.5,2.0,3.0,2.5,30.0,2.0,28.0,32.0,30.0,0.9166666666666669,0.0833333333333333,0.8333333333333334,1.0,0.9166666666666669,1.0,0.0,1.0,0.75,0.25,0.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,4.0,1.0,1,1.0,homorhythmic,high
2,2.0,1.0,1,4.5,4.5,1.0,1.0,3.0,1.0,0.0,0.0,58.77777777777778,6.91358024691358,44.0,68.0,61.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.5,0.5,4.0,5.0,4.5,1.5,0.5,1.0,2.0,1.5,4.5,0.5,4.0,5.0,4.5,1.5,0.5,1.0,2.0,1.5,23.5,1.5,22.0,25.0,23.5,0.85,0.15,0.7,1.0,0.85,1.0,0.0,1.0,0.8,0.4,0.4,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,4.5,1.0,1,1.0,homorhythmic,high
3,2.0,1.0,1,5.0,2.5,1.0,1.0,2.0,0.5,0.0,0.0,57.8,5.040000000000001,47.0,65.0,59.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,19.0,0.0,19.0,19.0,19.0,0.7,0.0,0.7,0.7,0.7,1.0,0.0,1.0,0.0,0.8,0.0,0.4,1.0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,5.0,1.0,1,1.0,homorhythmic,high
4,2.0,1.0,1,2.0,2.0,0.5,0.5,1.5,1.0,0.0,0.0,56.75,5.25,48.0,64.0,57.5,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,17.0,0.0,17.0,17.0,17.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,4.0,1.0,1,1.0,homorhythmic,high
5,2.0,1.0,1,5.0,4.0,1.0,1.0,1.5,0.8,0.0,0.0,61.8,14.24,36.0,79.0,69.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,2.0,40.5,3.5,37.0,44.0,40.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.4,0.2,0.4,1,1,0,1,1,1,1,1,0,0,0,1,0,0,5.0,1.0,1,1.0,homorhythmic,high
6,2.0,1.0,1,5.0,3.5,1.0,1.0,1.5,0.7,0.0,0.0,61.2,7.76,43.0,72.0,64.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,5.0,1.5,0.5,1.0,2.0,1.5,5.0,0.0,5.0,5.0,5.0,1.5,0.5,1.0,2.0,1.5,27.5,2.5,25.0,30.0,27.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.8,0.4,0.6,1,1,0,1,1,1,1,1,0,0,0,1,0,0,5.0,1.0,1,1.0,homorhythmic,high
7,2.0,1.0,1,5.0,4.0,1.0,1.0,2.5,0.8,0.0,0.0,58.7,12.56,31.0,74.0,65.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,2.0,37.0,7.0,30.0,44.0,37.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6,0.6,0.4,1,1,0,1,1,1,1,1,0,0,0,1,0,0,5.0,1.0,1,1.0,homorhythmic,high
8,2.0,1.0,1,2.5,2.5,0.5,0.5,1.5,1.0,0.0,0.0,59.8,14.24,36.0,76.0,67.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,2.0,41.0,0.0,41.0,41.0,41.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,5.0,1.0,1,1.0,homorhythmic,high
9,2.0,1.0,1,4.0,3.5,1.0,1.0,2.5,0.875,0.0,0.0,59.25,17.75,35.0,79.0,61.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,44.5,0.5,44.0,45.0,44.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.75,0.25,0.25,0.0,0.25,1,1,0,1,1,1,1,1,0,0,0,0,0,0,4.0,1.0,1,1.0,homorhythmic,high
10,2.0,1.0,1,4.0,2.5,1.0,1.0,2.0,0.625,0.0,0.0,59.875,17.875,36.0,80.0,62.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,44.5,0.5,44.0,45.0,44.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.75,1,1,0,1,1,1,1,1,0,0,0,1,0,0,4.0,1.0,1,1.0,homorhythmic,high
